15S_RRNA	15S ribosomal RNA
SDH3	succinate dehydrogenase cytochrome b subunit SDH3
SDH4	succinate dehydrogenase membrane anchor subunit SDH4
SDH5	succinate dehydrogenase assembly factor SDH5
SDH6	Sdh6p
SDH7	Sdh7p
SDH8	Sdh8p
SDL1	pseudo
SDO1	guanine nucleotide exchange factor SDO1
SDP1	mitogen-activated protein kinase tyrosine protein phosphatase SDP1
SDS22	type 1 protein phosphatase-activating protein SDS22
SDS23	Sds23p
SDS24	Sds24p
SDS3	Sds3p
SDT1	nucleotidase
SEA4	Sea4p
SEC1	Sec1p
SEC10	exocyst subunit SEC10
SEC11	signal peptidase complex catalytic subunit SEC11
SEC12	Sar family guanine nucleotide exchange factor SEC12
SEC13	GTPase-activating protein SEC13
SEC14	phosphatidylinositol/phosphatidylcholine transfer protein SEC14
SEC15	Rab GTPase-binding exocyst subunit SEC15
SEC16	Sec16p
SEC17	Sec17p
SEC18	AAA family ATPase SEC18
SEC2	guanine nucleotide exchange factor SEC2
SEC20	Sec20p
SEC21	coatomer subunit gamma
SEC22	SNAP receptor SEC22
SEC23	GTPase-activating protein SEC23
SEC24	COPII subunit SEC24
SEC26	coatomer subunit beta
SEC27	coatomer subunit beta'
SEC28	coatomer subunit epsilon
SEC3	GTP-Rho binding exocyst subunit SEC3
SEC31	Sec31p
SEC39	Sec39p
SEC4	Rab family GTPase SEC4
SEC5	exocyst subunit SEC5
SEC53	phosphomannomutase SEC53
SEC59	dolichol kinase
SEC6	SNARE-binding exocyst subunit SEC6
SEC61	translocon subunit SEC61
SEC62	Sec63 complex subunit SEC62
SEC63	protein-transporting protein SEC63
SEC65	RNA-binding signal recognition particle subunit SEC65
SEC66	Sec63 complex subunit SEC66
SEC7	Arf family guanine nucleotide exchange factor SEC7
SEC72	Sec63 complex subunit SEC72
SEC8	exocyst subunit SEC8
SEC9	Sec9p
SED1	Sed1p
SED4	Sed4p
SED5	t-SNARE syntaxin
SEF1	Sef1p
SEG1	Seg1p
SEG2	Seg2p
SEH1	Seh1p
SEI1	seipin
SEM1	proteasome regulatory particle lid subunit SEM1
SEN1	putative DNA/RNA helicase SEN1
SEN15	Sen15p
SEN2	tRNA splicing endonuclease subunit SEN2
SEN34	tRNA splicing endonuclease subunit SEN34
SEN54	tRNA splicing endonuclease subunit SEN54
SEO1	putative permease SEO1
SER1	O-phospho-L-serine:2-oxoglutarate transaminase
SER2	phosphoserine phosphatase
SER3	phosphoglycerate dehydrogenase SER3
SER33	phosphoglycerate dehydrogenase SER33
SES1	serine--tRNA ligase SES1
SET1	histone methyltransferase SET1
SET2	histone methyltransferase SET2
SET3	histone-binding protein SET3
SET4	Set4p
SET5	S-adenosylmethionine-dependent methyltransferase
SET6	Set6p
SEY1	dynamin-like GTPase SEY1
SFA1	bifunctional alcohol dehydrogenase/S-(hydroxymethyl)glutathione dehydrogenase
SFB2	COPII subunit SFB2
SFB3	Sfb3p
SFC1	Sfc1p
SFG1	Sfg1p
SFH1	Sfh1p
SFH5	Sfh5p
SFI1	Sfi1p
SFK1	Sfk1p
SFL1	Sfl1p
SFM1	protein-arginine N-methyltransferase SFM1
SFP1	zinc-coordinating transcription factor SFP1
SFT1	Sft1p
SFT2	Sft2p
SGA1	glucan 1,4-alpha-glucosidase
SGD1	Sgd1p
SGE1	Sge1p
SGF11	SAGA histone acetyltransferase complex subunit SGF11
SGF29	Sgf29p
SGF73	deubiquitination module subunit SGF73
SGM1	Sgm1p
SGN1	Sgn1p
SGO1	Sgo1p
SGS1	ATP-dependent DNA helicase SGS1
SGT1	co-chaperone SGT1
SGT2	Sgt2p
SGV1	cyclin-dependent serine/threonine protein kinase SGV1
SHB17	sedoheptulose-bisphosphatase
SHC1	Shc1p
SHE1	She1p
SHE10	She10p
SHE2	She2p
SHE3	She3p
SHE4	She4p
SHE9	She9p
SHG1	Shg1p
SHH3	protein SHH3
SHH4	protein SHH4
SHM1	glycine hydroxymethyltransferase SHM1
SHM2	glycine hydroxymethyltransferase SHM2
SHO1	osmosensor SHO1
SHP1	protein phosphatase regulator SHP1
SHQ1	Hsp90 cochaperone SHQ1
SHR3	Shr3p
SHR5	Shr5p
SHS1	septin SHS1
SHU1	Shu1p
SHU2	Shu2p
SHY1	Shy1p
SIA1	Sia1p
SIC1	cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1
SIF2	Sif2p
SIL1	Sil1p
SIM1	putative glucosidase SIM1
SIN3	transcriptional regulator SIN3
SIN4	Sin4p
SIP1	Sip1p
SIP18	Sip18p
SIP2	Sip2p
SIP3	Sip3p
SIP4	Sip4p
SIP5	Sip5p
SIR1	Sir1p
SIR2	NAD-dependent histone deacetylase SIR2
SIR3	chromatin-silencing protein SIR3
SIR4	chromatin-silencing protein SIR4
SIS1	type II HSP40 co-chaperone SIS1
SIS2	phosphopantothenoylcysteine decarboxylase complex subunit SIS2
SIT1	siderophore transporter
SIT4	type 2A-related serine/threonine-protein phosphatase SIT4
SIW14	putative tyrosine protein phosphatase SIW14
SIZ1	SUMO ligase SIZ1
SKG1	Skg1p
SKG3	Skg3p
SKG6	Skg6p
SKI2	SKI complex RNA helicase subunit SKI2
SKI3	SKI complex subunit tetratricopeptide repeat protein SKI3
SKI6	exosome non-catalytic core subunit SKI6
SKI7	Ski7p
SKI8	SKI complex subunit WD repeat protein SKI8
SKM1	putative serine/threonine protein kinase SKM1
SKN1	beta-glucan synthesis-associated protein SKN1
SKN7	kinase-regulated stress-responsive transcription factor SKN7
SKO1	Sko1p
SKP1	SCF ubiquitin ligase subunit SKP1
SKP2	putative SCF ubiquitin ligase complex subunit SKP2
SKS1	putative serine/threonine protein kinase SKS1
SKT5	Skt5p
SKY1	serine/threonine protein kinase SKY1
SLA1	cytoskeletal protein-binding protein SLA1
SLA2	Sla2p
SLC1	1-acylglycerol-3-phosphate O-acyltransferase SLC1
SLD2	Sld2p
SLD3	Sld3p
SLD5	DNA replication protein SLD5
SLD7	Sld7p
SLF1	Slf1p
SLG1	Slg1p
SLH1	putative RNA helicase
SLI1	N-acetyltransferase
SLI15	Sli15p
SLK19	Slk19p
SLM1	phosphatidylinositol 4,5-bisphosphate-binding protein
SLM2	phosphatidylinositol 4,5-bisphosphate-binding protein
SLM3	tRNA-5-taurinomethyluridine 2-sulfurtransferase
SLM4	Slm4p
SLM5	asparagine--tRNA ligase SLM5
SLN1	Sln1p
SLO1	Slo1p
SLP1	Slp1p
SLS1	Sls1p
SLT2	mitogen-activated serine/threonine-protein kinase SLT2
SLU7	mRNA splicing protein SLU7
SLX1	endonuclease
SLX4	Slx4p
SLX5	SUMO-targeted ubiquitin ligase complex subunit SLX5
SLX8	SUMO-targeted ubiquitin ligase complex subunit SLX8
SLX9	Slx9p
SLY1	syntaxin-binding protein
SLY41	Sly41p
SLZ1	Slz1p
SMA1	Sma1p
SMA2	Sma2p
SMB1	mRNA splicing protein SMB1
SMC1	cohesin subunit SMC1
SMC2	condensin subunit SMC2
SMC3	cohesin subunit SMC3
SMC4	condensin subunit SMC4
SMC5	DNA repair ATPase SMC5
SMC6	DNA repair protein SMC6
SMD1	mRNA splicing protein SMD1
SMD2	mRNA splicing protein SMD2
SMD3	mRNA splicing protein SMD3
SME1	mRNA splicing protein SME1
SMF1	divalent metal ion transporter SMF1
SMF2	divalent metal ion transporter SMF2
SMF3	putative divalent metal ion transporter SMF3
SMI1	Smi1p
SMK1	mitogen-activated protein kinase SMK1
SML1	ribonucleotide reductase inhibiting protein SML1
SMM1	Smm1p
SMP1	Smp1p
SMP3	glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase
SMT3	SUMO family protein SMT3
SMX2	mRNA splicing protein SMX2
SMX3	mRNA splicing protein SMX3
SMY1	Smy1p
SMY2	Smy2p
SNA2	Sna2p
SNA3	Sna3p
SNA4	Sna4p
SNC1	SNAP receptor SNC1
SNC2	SNAP receptor SNC2
SND1	hypothetical protein
SNF1	AMP-activated serine/threonine-protein kinase catalytic subunit SNF1
SNF11	Snf11p
SNF12	Snf12p
SNF2	SWI/SNF catalytic subunit SNF2
SNF3	glucose sensor
SNF4	AMP-activated serine/threonine-protein kinase regulatory subunit SNF4
SNF5	Snf5p
SNF6	Snf6p
SNF7	ESCRT-III subunit protein SNF7
SNF8	ESCRT-II subunit protein SNF8
SNG1	Sng1p
SNL1	Snl1p
SNM1	Snm1p
SNN1	Snn1p
SNO1	putative pyridoxal 5'-phosphate synthase
SNO2	putative pyridoxal 5'-phosphate synthase
SNO3	putative pyridoxal 5'-phosphate synthase
SNO4	glutathione-independent methylglyoxalase family protein
SNP1	U1 snRNP complex subunit SNP1
SNQ2	ATP-binding cassette transporter SNQ2
SNT1	Snt1p
SNT2	DNA-binding E3 ubiquitin-protein ligase SNT2
SNT309	Snt309p
SNU114	U5 snRNP GTPase SNU114
SNU13	RNA binding protein SNU13
SNU23	U4/U6-U5 snRNP complex subunit SNU23
SNU56	Snu56p
SNU66	U4/U6-U5 snRNP complex subunit SNU66
SNU71	Snu71p
SNX3	Snx3p
SNX4	Snx4p
SNX41	Snx41p
SNZ1	pyridoxine biosynthesis protein SNZ1
SNZ2	pyridoxine biosynthesis protein SNZ2
SNZ3	pyridoxine biosynthesis protein SNZ3
SOD1	superoxide dismutase SOD1
SOD2	superoxide dismutase SOD2
SOE1	tRNA
SOF1	rRNA-processing protein SOF1
SOG2	Sog2p
SOH1	Soh1p
SOK1	Sok1p
SOK2	Sok2p
SOL1	Sol1p
SOL2	Sol2p
SOL3	6-phosphogluconolactonase SOL3
SOL4	6-phosphogluconolactonase SOL4
SOM1	Som1p
SOP4	Sop4p
SOR1	L-iditol 2-dehydrogenase SOR1
SOR2	L-iditol 2-dehydrogenase SOR2
SOV1	Sov1p
SPA2	Spa2p
SPB1	27S pre-rRNA (guanosine2922-2'-O)-methyltransferase
SPB4	putative ATP-dependent RNA helicase SPB4
SPC1	signal peptidase complex subunit SPC1
SPC105	Spc105p
SPC110	Spc110p
SPC19	Spc19p
SPC2	signal peptidase complex subunit SPC2
SPC24	kinetochore-associated Ndc80 complex subunit SPC24
SPC25	kinetochore-associated Ndc80 complex subunit SPC25
SPC29	Spc29p
SPC3	signal peptidase complex subunit SPC3
SPC34	Spc34p
SPC42	Spc42p
SPC72	gamma-tubulin complex subunit SPC72
SPC97	Spc97p
SPC98	Spc98p
SPE1	ornithine decarboxylase SPE1
SPE2	adenosylmethionine decarboxylase SPE2
SPE3	spermidine synthase
SPE4	spermine synthase
SPF1	ion-transporting P-type ATPase SPF1
SPG1	Spg1p
SPG3	Spg3p
SPG4	Spg4p
SPG5	Spg5p
SPH1	Sph1p
SPI1	Spi1p
SPL2	Spl2p
SPN1	Spn1p
SPO1	putative carboxylic ester hydrolase
SPO11	Spo11p
SPO12	Spo12p
SPO13	Spo13p
SPO14	phospholipase D
SPO16	Spo16p
SPO19	Spo19p
SPO20	Spo20p
SPO21	Spo21p
SPO22	Spo22p
SPO23	Spo23p
SPO24	Spo24p
SPO7	Nem1-Spo7 phosphatase regulatory subunit SPO7
SPO71	Spo71p
SPO73	Spo73p
SPO74	Spo74p
SPO75	Spo75p
SPO77	Spo77p
SPP1	Spp1p
SPP2	Spp2p
SPP381	U4/U6-U5 snRNP complex subunit SPP381
SPP382	mRNA splicing protein SPP382
SPP41	Spp41p
SPR1	glucan 1,3-beta-glucosidase
SPR2	Spr2p
SPR28	septin SPR28
SPR3	septin SPR3
SPR6	Spr6p
SPS1	putative serine/threonine protein kinase SPS1
SPS100	Sps100p
SPS18	Sps18p
SPS19	Sps19p
SPS2	Sps2p
SPS22	Sps22p
SPS4	Sps4p
SPT10	Spt10p
SPT14	phosphatidylinositol N-acetylglucosaminyltransferase SPT14
SPT15	TATA-binding protein
SPT16	chromatin-remodeling protein SPT16
SPT2	Spt2p
SPT20	Spt20p
SPT21	Spt21p
SPT23	Spt23p
SPT3	transcriptional regulator SPT3
SPT4	transcription elongation factor SPT4
SPT5	transcription elongation factor SPT5
SPT6	chromatin-remodeling histone chaperone SPT6
SPT7	SAGA histone acetyltransferase complex subunit SPT7
SPT8	SAGA complex subunit SPT8
SQS1	Sqs1p
SQT1	Sqt1p
SRB2	Srb2p
SRB4	Srb4p
SRB5	Srb5p
SRB6	Srb6p
SRB7	Srb7p
SRB8	Srb8p
SRC1	Src1p
SRD1	Srd1p
SRF1	Srf1p
SRG1	ncRNA
SRL1	Srl1p
SRL2	Srl2p
SRL3	DNA-binding protein SRL3
SRL4	Srl4p
SRM1	Ran guanyl-nucleotide exchange factor
SRN2	ESCRT-I subunit protein SRN2
SRO7	Rab GTPase-binding protein SRO7
SRO77	putative Rab GTPase-binding protein SRO77
SRO9	Sro9p
SRP1	karyopherin alpha
SRP101	Signal recognition particle receptor subunit alpha
SRP102	Signal recognition particle receptor subunit beta
SRP14	RNA-binding signal recognition particle subunit SRP14
SRP21	signal recognition particle subunit SRP21
SRP40	Srp40p
SRP54	RNA-binding signal recognition particle subunit SRP54
SRP68	signal recognition particle subunit SRP68
SRP72	signal recognition particle subunit SRP72
SRS2	DNA helicase SRS2
SRT1	ditrans,polycis-polyprenyl diphosphate synthase
SRV2	adenylate cyclase-binding protein
SRX1	sulfiredoxin
SRY1	threo-3-hydroxy-L-aspartate ammonia-lyase SRY1
SSA1	Hsp70 family ATPase SSA1
SSA2	Hsp70 family chaperone SSA2
SSA3	Hsp70 family ATPase SSA3
SSA4	Hsp70 family chaperone SSA4
SSB1	Hsp70 family ATPase SSB1
SSB2	Hsp70 family ATPase SSB2
SSC1	Hsp70 family ATPase SSC1
SSD1	mRNA-binding translational repressor SSD1
SSE1	adenyl-nucleotide exchange factor SSE1
SSE2	adenyl-nucleotide exchange factor SSE2
SSF1	rRNA-binding ribosome biosynthesis protein
SSF2	rRNA-binding ribosome biosynthesis protein
SSH1	Ssh1p
SSH4	Ssh4p
SSK1	mitogen-activated protein kinase kinase kinase SSK1
SSK2	mitogen-activated protein kinase kinase kinase SSK2
SSK22	mitogen-activated protein kinase kinase kinase SSK22
SSL1	TFIIH/NER complex subunit SSL1
SSL2	TFIIH/NER complex ATPase/helicase subunit SSL2
SSM4	E3 ubiquitin-protein ligase SSM4
SSN2	Ssn2p
SSN3	cyclin-dependent serine/threonine protein kinase SSN3
SSN8	cyclin-dependent protein serine/threonine kinase regulator SSN8
SSO1	syntaxin
SSO2	syntaxin
SSP1	Ssp1p
SSP120	Ssp120p
SSP2	Ssp2p
SSQ1	Hsp70 family ATPase SSQ1
SSS1	translocon subunit SSS1
SST2	GTPase-activating protein SST2
SSU1	Ssu1p
SSU72	RNA polymerase II subunit A C-terminal domain phosphatase
SSY1	Ssy1p
SSY5	Ssy5p
SSZ1	Ssz1p
STB1	Stb1p
STB2	Stb2p
STB3	Stb3p
STB4	Stb4p
STB5	Stb5p
STB6	Stb6p
STD1	Std1p
STE11	mitogen-activated protein kinase kinase kinase STE11
STE12	homeodomain family transcription factor STE12
STE13	Ste13p
STE14	protein-S-isoprenylcysteine carboxyl O-methyltransferase
STE18	Ste18p
STE2	alpha-factor pheromone receptor STE2
STE20	mitogen-activated protein kinase kinase kinase kinase STE20
STE23	metalloendopeptidase
STE24	zinc metalloprotease
STE3	Ste3p
STE4	G protein subunit beta
STE5	Ste5p
STE50	Ste50p
STE6	ATP-binding cassette a-factor transporter STE6
STE7	mitogen-activated protein kinase kinase STE7
STF1	ATPase-binding protein
STF2	ATPase-stabilizing factor family protein
STH1	RSC chromatin remodeling complex ATPase subunit STH1
STI1	Hsp90 cochaperone STI1
STL1	glucose-inactivated glycerol proton symporter STL1
STM1	Stm1p
STN1	Stn1p
STO1	Sto1p
STP1	Stp1p
STP2	Stp2p
STP22	ubiquitin-binding ESCRT-I subunit protein STP22
STP3	Stp3p
STP4	Stp4p
STR2	cystathionine gamma-synthase
STR3	cystathionine beta-lyase STR3
STS1	Sts1p
STT3	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3
STT4	1-phosphatidylinositol 4-kinase STT4
STU1	Stu1p
STU2	Stu2p
STV1	H(+)-transporting V0 sector ATPase subunit a
SUA5	threonylcarbamoyladenylate synthase
SUA7	transcription factor TFIIB
SUB1	chromatin-binding transcription coactivator SUB1
SUB2	ATP-dependent RNA helicase SUB2
SUC2	beta-fructofuranosidase SUC2
SUE1	Sue1p
SUF1	tRNA
SUF10	tRNA
SUF11	tRNA
SUF16	tRNA
SUF17	tRNA
SUF2	tRNA
SUF20	tRNA
SUF23	tRNA
SUF3	tRNA
SUF4	tRNA
SUF5	tRNA
SUF6	tRNA
SUF7	tRNA
SUF8	tRNA
SUF9	tRNA
SUI1	translation initiation factor eIF1
SUI2	translation initiation factor eIF2 subunit alpha
SUI3	translation initiation factor eIF2 subunit beta
SUL1	sulfate permease
SUL2	sulfate permease
SUM1	Sum1p
SUN4	putative glucosidase SUN4
SUP11	tRNA
SUP16	tRNA
SUP17	tRNA
SUP19	tRNA
SUP2	tRNA
SUP3	tRNA
SUP35	translation termination factor GTPase eRF3
SUP4	tRNA
SUP45	translation termination factor eRF1
SUP5	tRNA
SUP51	tRNA
SUP53	tRNA
SUP54	tRNA
SUP56	tRNA
SUP6	tRNA
SUP61	tRNA
SUP7	tRNA
SUP8	tRNA
SUR1	mannosylinositol phosphorylceramide synthase catalytic subunit SUR1
SUR2	sphingosine hydroxylase
SUR7	Sur7p
SUS1	Sus1p
SUT1	Sut1p
SUT2	Sut2p
SUV3	ATP-dependent RNA helicase SUV3
SVF1	Svf1p
SVL3	Svl3p
SVP26	Svp26p
SVS1	Svs1p
SWA2	Swa2p
SWC3	Swc3p
SWC4	Swc4p
SWC5	Swc5p
SWC7	Swc7p
SWD1	COMPASS subunit protein SWD1
SWD2	WD-repeat containing protein SWD2
SWD3	Swd3p
SWE1	tyrosine protein kinase SWE1
SWF1	palmitoyltransferase SWF1
SWH1	oxysterol-binding protein related protein SWH1
SWI1	Swi1p
SWI3	Swi3p
SWI4	SBF complex DNA-binding subunit SWI4
SWI5	DNA-binding transcription factor SWI5
SWI6	transcriptional regulator SWI6
SWM1	Swm1p
SWM2	Swm2p
SWP1	dolichyl-diphosphooligosaccharide-protein glycotransferase
SWP82	Swp82p
SWR1	chromatin-remodeling protein SWR1
SWS2	putative mitochondrial 37S ribosomal protein SWS2
SWT1	mRNA-processing endoribonuclease
SWT21	Swt21p
SXM1	Sxm1p
SYC1	cleavage polyadenylation factor subunit SYC1
SYF1	mRNA splicing protein SYF1
SYF2	Syf2p
SYG1	Syg1p
SYH1	Syh1p
SYM1	ethanol metabolism protein
SYN8	syntaxin
SYO1	Syo1p
SYP1	Syp1p
SYS1	Sys1p
SYT1	Arf family guanine nucleotide exchange factor SYT1
TAD1	tRNA-specific adenosine deaminase
TAD2	tRNA(adenine34) deaminase
TAD3	Tad3p
TAE1	N-terminal protein methyltransferase
TAF1	Taf1p
TAF10	Taf10p
TAF11	Taf11p
TAF12	Taf12p
TAF13	Taf13p
TAF14	TATA-binding protein-associated factor TAF14
TAF2	Taf2p
TAF3	Taf3p
TAF4	Taf4p
TAF5	chromatin modification protein
TAF6	Taf6p
TAF7	Taf7p
TAF8	Taf8p
TAF9	chromatin modification protein
TAH1	Tah1p
TAH11	Tah11p
TAH18	NAPDH-dependent diflavin reductase
TAL1	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase TAL1
TAM41	putative phosphatidate cytidylyltransferase
TAN1	putative tRNA acetyltransferase
TAO3	Tao3p
TAP42	Tap42p
TAR1	Tar1p
TAT1	amino acid transporter TAT1
TAT2	aromatic amino acid transmembrane transporter TAT2
TAX4	Tax4p
TAZ1	lysophosphatidylcholine acyltransferase
TBF1	Tbf1p
TBS1	Tbs1p
TCA17	Tca17p
TCB1	tricalbin
TCB2	tricalbin
TCB3	Tcb3p
TCD1	tRNA threonylcarbamoyladenosine dehydratase
TCD2	tRNA threonylcarbamoyladenosine dehydratase
TCM62	Tcm62p
TCO89	Tco89p
TCP1	chaperonin-containing T-complex alpha subunit TCP1
TDA1	protein kinase TDA1
TDA10	putative ATP-dependent kinase
TDA11	Tda11p
TDA2	Tda2p
TDA3	Tda3p
TDA4	Tda4p
TDA5	Tda5p
TDA6	Tda6p
TDA7	Tda7p
TDA8	Tda8p
TDA9	Tda9p
TDH1	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH1
TDH2	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2
TDH3	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH3
TDP1	tyrosyl-DNA phosphodiesterase 1
TEA1	Tea1p
TEC1	Tec1p
TED1	Ted1p
TEF1	translation elongation factor EF-1 alpha
TEF2	translation elongation factor EF-1 alpha
TEF4	translation elongation factor EF1B gamma
TEL1	DNA-binding protein kinase TEL1
TEL2	Tel2p
TEM1	Ras family GTPase TEM1
TEN1	Ten1p
TEP1	putative phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase
TES1	Tes1p
TEX1	Tex1p
TFA1	transcription factor TFIIE subunit TFA1
TFA2	transcription factor TFIIE subunit TFA2
TFB1	TFIIH/NER complex subunit TFB1
TFB2	TFIIH/NER complex subunit TFB2
TFB3	TFIIH/NER complex subunit TFB3
TFB4	TFIIH/NER complex subunit TFB4
TFB5	TFIIH complex subunit TFB5
TFB6	TFIIH complex subunit TFB6
TFC1	transcription factor TFIIIC subunit TFC1
TFC3	transcription factor TFIIIC subunit TFC3
TFC4	transcription factor TFIIIC subunit TFC4
TFC6	transcription factor TFIIIC subunit TFC6
TFC7	transcription factor TFIIIC subunit TFC7
TFC8	transcription factor TFIIIC subunit TFC8
TFG1	transcription factor IIF subunit TFG1
TFG2	transcription factor IIF subunit TFG2
TFS1	Tfs1p
TGA1	tRNA
TGL1	Tgl1p
TGL2	triglyceride lipase
TGL3	bifunctional triglyceride lipase/lysophosphatidylethanolamine acyltransferase
TGL4	Tgl4p
TGL5	Tgl5p
TGS1	RNA methyltransferase
THG1	tRNA guanylyltransferase
THI11	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
THI12	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
THI13	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
THI2	Thi2p
THI20	trifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase/thiaminase
THI21	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
THI22	putative phosphomethylpyrimidine kinase
THI3	branched-chain-2-oxoacid decarboxylase THI3
THI4	thiamine thiazole synthase
THI5	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
THI6	bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase
THI7	thiamine transporter THI7
THI72	thiamine transporter
THI73	Thi73p
THI74	Thi74p
THI80	thiamine diphosphokinase
THO1	Tho1p
THO2	Tho2p
THP1	Thp1p
THP2	Thp2p
THP3	Thp3p
THR1	homoserine kinase
THR4	threonine synthase THR4
THS1	threonine--tRNA ligase THS1
TIF1	translation initiation factor eIF4A
TIF11	Tif11p
TIF2	translation initiation factor eIF4A
TIF3	Tif3p
TIF34	translation initiation factor eIF3 subunit i
TIF35	translation initiation factor eIF3 core subunit g
TIF4631	translation initiation factor eIF4G
TIF4632	translation initiation factor eIF4G
TIF5	translation initiation factor eIF5
TIF6	translation initiation factor 6
TIM10	protein transporter TIM10
TIM11	F1F0 ATP synthase subunit e
TIM12	Tim12p
TIM13	protein translocase subunit TIM13
TIM17	protein transporter TIM17
TIM18	Tim18p
TIM21	Tim21p
TIM22	translocation channel protein TIM22
TIM23	protein transporter TIM23
TIM44	protein translocase subunit TIM44
TIM50	protein translocase subunit TIM50
TIM54	Tim54p
TIM8	protein transporter TIM8
TIM9	protein transporter TIM9
TIP1	putative lipase
TIP20	Tip20p
TIP41	Tip41p
TIR1	GPI-anchored mannoprotein
TIR2	putative GPI-anchored mannoprotein
TIR3	Tir3p
TIR4	Tir4p
TIS11	Tis11p
TKL1	transketolase TKL1
TKL2	transketolase TKL2
TLC1	ncRNA
TLG1	Tlg1p
TLG2	Tlg2p
TMA10	Tma10p
TMA108	Tma108p
TMA16	Tma16p
TMA17	Tma17p
TMA19	Tma19p
TMA20	Tma20p
TMA22	Tma22p
TMA23	Tma23p
TMA46	Tma46p
TMA64	Tma64p
TMA7	Tma7p
TMC1	Tmc1p
TMN2	Tmn2p
TMN3	Tmn3p
TMS1	Tms1p
TMT1	Tmt1p
TNA1	Tna1p
TOA1	transcription initiation factor IIA large subunit
TOA2	transcription initiation factor IIA subunit gamma
TOD6	Tod6p
TOF1	Tof1p
TOF2	Tof2p
TOG1	Tog1p
TOH1	Toh1p
TOK1	Tok1p
TOM1	E3 ubiquitin-protein ligase TOM1
TOM20	Tom20p
TOM22	Tom22p
TOM40	Tom40p
TOM5	Tom5p
TOM6	Tom6p
TOM7	Tom7p
TOM70	protein channel TOM70
TOM71	protein channel TOM71
TOP1	DNA topoisomerase 1
TOP2	DNA topoisomerase 2
TOP3	DNA topoisomerase 3
TOR1	phosphatidylinositol kinase-related protein kinase TOR1
TOR2	phosphatidylinositol kinase-related protein kinase TOR2
TOS1	Tos1p
TOS2	Tos2p
TOS3	serine/threonine protein kinase TOS3
TOS4	Tos4p
TOS6	Tos6p
TOS8	Tos8p
TPA1	oxidative DNA demethylase
TPC1	thiamine transporter TPC1
TPD3	protein phosphatase 2A structural subunit TPD3
TPH3	hypothetical protein
TPI1	triose-phosphate isomerase TPI1
TPK1	cAMP-dependent protein kinase catalytic subunit TPK1
TPK2	cAMP-dependent protein kinase catalytic subunit TPK2
TPK3	cAMP-dependent protein kinase catalytic subunit TPK3
TPM1	tropomyosin TPM1
TPM2	tropomyosin TPM2
TPN1	Tpn1p
TPO1	Tpo1p
TPO2	spermine transporter
TPO3	spermine transporter
TPO4	Tpo4p
TPO5	Tpo5p
TPP1	polynucleotide 3'-phosphatase
TPS1	alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1
TPS2	trehalose-phosphatase TPS2
TPS3	trehalose 6-phosphate synthase/phosphatase complex subunit
TPT1	tRNA 2'-phosphotransferase
TRA1	histone acetyltransferase TRA1
TRE1	Tre1p
TRE2	putative zinc metalloprotease
TRF5	non-canonical poly(A) polymerase TRF5
TRI1	Tri1p
TRK1	Trk1p
TRK2	Trk2p
TRL1	tRNA ligase
TRM1	tRNA (guanine26-N2)-dimethyltransferase
TRM10	tRNA (guanine(9)-N(1))-methyltransferase
TRM11	tRNA (guanine-N2-)-methyltransferase
TRM112	RNA methylation protein TRM112
TRM12	Trm12p
